Episode,Tellability,#Steps,#FunctionalUnits,#PolyvalentVertices,Suspense,Denied Request,Nested Goal,Retaliation,Intentional Problem Resolution,Fortuitous Problem Resolution,Success born of Adversity,Fleeting Success,Starting Over,Giving Up,Sacrifice,Honored Request,isSick-EmptyHappening,isSick-StormHappening,isSick-FoodStolenHappening,isSick-FoodPoisoningHappening,isSick-LooseFriendHappening,isSick-HomesickHappening,isSick-FireHappening,isSick-ShipRescueHappening,isAlive-EmptyHappening,isAlive-StormHappening,isAlive-FoodStolenHappening,isAlive-FoodPoisoningHappening,isAlive-LooseFriendHappening,isAlive-HomesickHappening,isAlive-FireHappening,isAlive-ShipRescueHappening,onCruise-EmptyHappening,onCruise-StormHappening,onCruise-FoodStolenHappening,onCruise-FoodPoisoningHappening,onCruise-LooseFriendHappening,onCruise-HomesickHappening,onCruise-FireHappening,onCruise-ShipRescueHappening,hasAtLeastOneFriend-EmptyHappening,hasAtLeastOneFriend-StormHappening,hasAtLeastOneFriend-FoodStolenHappening,hasAtLeastOneFriend-FoodPoisoningHappening,hasAtLeastOneFriend-LooseFriendHappening,hasAtLeastOneFriend-HomesickHappening,hasAtLeastOneFriend-FireHappening,hasAtLeastOneFriend-ShipRescueHappening,ownsFood-EmptyHappening,ownsFood-StormHappening,ownsFood-FoodStolenHappening,ownsFood-FoodPoisoningHappening,ownsFood-LooseFriendHappening,ownsFood-HomesickHappening,ownsFood-FireHappening,ownsFood-ShipRescueHappening,hasHut-EmptyHappening,hasHut-StormHappening,hasHut-FoodStolenHappening,hasHut-FoodPoisoningHappening,hasHut-LooseFriendHappening,hasHut-HomesickHappening,hasHut-FireHappening,hasHut-ShipRescueHappening,isBurning-EmptyHappening,isBurning-StormHappening,isBurning-FoodStolenHappening,isBurning-FoodPoisoningHappening,isBurning-LooseFriendHappening,isBurning-HomesickHappening,isBurning-FireHappening,isBurning-ShipRescueHappening,isHomesick-EmptyHappening,isHomesick-StormHappening,isHomesick-FoodStolenHappening,isHomesick-FoodPoisoningHappening,isHomesick-LooseFriendHappening,isHomesick-HomesickHappening,isHomesick-FireHappening,isHomesick-ShipRescueHappening,isOnIsland-EmptyHappening,isOnIsland-StormHappening,isOnIsland-FoodStolenHappening,isOnIsland-FoodPoisoningHappening,isOnIsland-LooseFriendHappening,isOnIsland-HomesickHappening,isOnIsland-FireHappening,isOnIsland-ShipRescueHappening,isHungry-EmptyHappening,isHungry-StormHappening,isHungry-FoodStolenHappening,isHungry-FoodPoisoningHappening,isHungry-LooseFriendHappening,isHungry-HomesickHappening,isHungry-FireHappening,isHungry-ShipRescueHappening,foodIsPoisoned-EmptyHappening,foodIsPoisoned-StormHappening,foodIsPoisoned-FoodStolenHappening,foodIsPoisoned-FoodPoisoningHappening,foodIsPoisoned-LooseFriendHappening,foodIsPoisoned-HomesickHappening,foodIsPoisoned-FireHappening,foodIsPoisoned-ShipRescueHappening
1,0.3125,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.869572699689111,0.0913602351703029,0.7100772244276041,0.8527258970343212,0.43852985994458804,0.5083944564909154,0.42958199154338117,0.5430955202269409,0.35460689503847836,0.9662572230757236,0.8225872629713844,0.23664444632733161,0.3058028239083951,0.4262665380668697,0.7526118048494651,0.01250264607750436,0.47756602242783586,0.8049399323491403,0.20622994506836834,0.22129909504575518,0.13800834014254926,0.5368835002814277,0.26320148991868797,0.6546473717492436,0.646431333478529,0.9179195360421563,0.771013935223159,0.7134049720798673,0.8023497355850838,0.4457964348775245,0.33784814395313867,0.99756388821708,0.11377543934294199,0.8848553854546862,0.5457379412856285,0.4432913131622651,0.381918850763869,0.020531964874422524,0.6639312083155862,0.6823321480807861,0.36654054581373763,0.9662605303551901,0.47630597865040725,0.008505715207823838,0.6027543391517552,0.5888033935634002,0.7800175204624928,0.9751130892619867,0.9183080016957227,0.9667459803975342,0.7333907346088733,0.75190620522509,0.4129427899845015,0.46404133721647334,0.36442151535657696,0.3708339888259893,0.30144059746798546,0.23895340905122753,0.09934826921737594,0.518463928977387,0.9975350309185911,0.484672009589596,0.21521237819891004,0.8462036460718652,0.84144694483138,0.4318407282332843,0.00982221331238986,0.5182220337739194,0.8510843427297957,0.9365702542333565,0.15506851755509443,0.8975528775366247,0.8342174172571115,0.36533975141156877,0.2826615272057482,0.9380491679076589,0.10340658287511473,0.7391707314377077,0.4504490727855184,0.9109055278580657,0.4156623173054107,0.3500479903192185,0.7225425233626286,0.18679277708334996,0.14883185543508137,0.7169333977150294,0.842142101177924,0.5433979970354086
2,0.25,22,1,0,11,0,0,0,0,0,1,0,0,0,0,0,0.869572699689111,0.0913602351703029,0.7100772244276041,0.8527258970343212,0.43852985994458804,0.5083944564909154,0.42958199154338117,0.5430955202269409,0.3532069186096207,0.9525046858965915,0.8223907425915046,0.23664444632733161,0.3058028239083951,0.404600467316936,0.7515106717006996,0.011721946063302607,0.47756602242783586,0.8037221248726887,0.20622994506836834,0.22129909504575518,0.13800834014254926,0.5368835002814277,0.26320148991868797,0.6546473717492436,0.646431333478529,0.9179195360421563,0.771013935223159,0.7134049720798673,0.8023497355850838,0.4457964348775245,0.33784814395313867,0.99756388821708,0.11377543934294199,0.8772035589032756,0.5454960705567342,0.4432913131622651,0.381918850763869,0.007181592968774903,0.6630247837154745,0.6826955831730288,0.36654054581373763,0.9662605303551901,0.47630597865040725,0.008505715207823838,0.6027543391517552,0.5888033935634002,0.7800175204624928,0.9751130892619867,0.9183080016957227,0.9667459803975342,0.7333907346088733,0.75190620522509,0.4129427899845015,0.46404133721647334,0.36442151535657696,0.3708339888259893,0.30144059746798546,0.23895340905122753,0.09934826921737594,0.518463928977387,0.9975350309185911,0.484672009589596,0.21521237819891004,0.8462036460718652,0.84144694483138,0.4234740728529217,0.0096256929325103,0.5182220337739194,0.8510843427297957,0.9234391771873245,0.15396738440632868,0.8975528775366247,0.8342174172571115,0.36291747768185484,0.2826615272057482,0.9380491679076589,0.10340658287511473,0.7329310976193315,0.4504490727855184,0.9109055278580657,0.4156623173054107,0.3500479903192185,0.7225425233626286,0.18679277708334996,0.14883185543508137,0.7169333977150294,0.842142101177924,0.5433979970354086
3,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869572699689111,0.0913602351703029,0.7100772244276041,0.8527258970343212,0.43852985994458804,0.5083944564909154,0.42958199154338117,0.5430955202269409,0.3532029350791422,0.9495714541271518,0.8197193478760778,0.23664444632733161,0.3058028239083951,0.40428209290491196,0.7512282975143494,0.010372225464891112,0.47756602242783586,0.8042433116351375,0.20418666133603466,0.22129909504575518,0.13800834014254926,0.5368835002814277,0.26320148991868797,0.6546473717492436,0.646431333478529,0.9179195360421563,0.771013935223159,0.7134049720798673,0.8023497355850838,0.4457964348775245,0.33784814395313867,0.99756388821708,0.11377543934294199,0.8745012631297697,0.5448414142212881,0.4432913131622651,0.381918850763869,0.007005624609478244,0.6627923405189078,0.6813491181273355,0.36654054581373763,0.9662605303551901,0.47630597865040725,0.008505715207823838,0.6027543391517552,0.5888033935634002,0.7800175204624928,0.9751130892619867,0.9183080016957227,0.9667459803975342,0.7333907346088733,0.75190620522509,0.4129427899845015,0.46404133721647334,0.36442151535657696,0.3708339888259893,0.30144059746798546,0.23895340905122753,0.09934826921737594,0.518463928977387,0.9975350309185911,0.484672009589596,0.21521237819891004,0.8462036460718652,0.84144694483138,0.4228756439437245,0.00899758194941697,0.5182220337739194,0.8510843427297957,0.9231450884752962,0.15368501021997802,0.8975528775366247,0.8342174172571115,0.36288313179233295,0.2826615272057482,0.9380491679076589,0.10340658287511473,0.7328556280083061,0.4504490727855184,0.9109055278580657,0.4156623173054107,0.3500479903192185,0.7225425233626286,0.18679277708334996,0.14883185543508137,0.7169333977150294,0.842142101177924,0.5433979970354086
4,0.3125,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.869572699689111,0.0913602351703029,0.7100772244276041,0.8527258970343212,0.43852985994458804,0.5083944564909154,0.42958199154338117,0.5430955202269409,0.3532011922616538,0.9454838876541217,0.8180063469807831,0.23454213621045902,0.3058028239083951,0.401605121442635,0.7511047571842489,0.008981282538985785,0.47756602242783586,0.8031856333872199,0.20274846260730534,0.22129909504575518,0.13800834014254926,0.5368835002814277,0.26320148991868797,0.6546473717492436,0.646431333478529,0.9179195360421563,0.771013935223159,0.7134049720798673,0.8023497355850838,0.4457964348775245,0.33784814395313867,0.99756388821708,0.11377543934294199,0.8684463591500838,0.5445549983104399,0.4418914090462935,0.381918850763869,0.005109819015632257,0.6626906452839268,0.6807600319280481,0.36654054581373763,0.9662605303551901,0.47630597865040725,0.008505715207823838,0.6027543391517552,0.5888033935634002,0.7800175204624928,0.9751130892619867,0.9183080016957227,0.9667459803975342,0.7333907346088733,0.75190620522509,0.4129427899845015,0.46404133721647334,0.36442151535657696,0.3708339888259893,0.30144059746798546,0.23895340905122753,0.09934826921737594,0.518463928977387,0.9975350309185911,0.484672009589596,0.21521237819891004,0.8462036460718652,0.84144694483138,0.4248183401238577,0.008722779782851547,0.516119723657047,0.8510843427297957,0.9204787421464031,0.15356146988987718,0.8975528775366247,0.8342174172571115,0.3628428607122706,0.2826615272057482,0.9380491679076589,0.10340658287511473,0.7302849287931003,0.4504490727855184,0.9109055278580657,0.4156623173054107,0.3500479903192185,0.7225425233626286,0.18679277708334996,0.14883185543508137,0.7169333977150294,0.842142101177924,0.5433979970354086
5,0.28125,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.869572699689111,0.0913602351703029,0.7100772244276041,0.8527258970343212,0.43852985994458804,0.5083944564909154,0.42958199154338117,0.5430955202269409,0.35320108284889556,0.9429434394313446,0.8215451006088051,0.23386943056110698,0.3058028239083951,0.4002390272190878,0.751097001416155,0.007630332515500202,0.47756602242783586,0.8029455518905327,0.20265817358343657,0.22129909504575518,0.13800834014254926,0.5368835002814277,0.26320148991868797,0.6546473717492436,0.646431333478529,0.9179195360421563,0.771013935223159,0.7134049720798673,0.8023497355850838,0.4457964348775245,0.33784814395313867,0.99756388821708,0.11377543934294199,0.8666110271460042,0.5479889934825468,0.44144346209507657,0.381918850763869,0.004081131090333157,0.6626842609343131,0.6807230495438714,0.36654054581373763,0.9662605303551901,0.47630597865040725,0.008505715207823838,0.6027543391517552,0.5888033935634002,0.7800175204624928,0.9751130892619867,0.9183080016957227,0.9667459803975342,0.7333907346088733,0.75190620522509,0.4129427899845015,0.46404133721647334,0.36442151535657696,0.3708339888259893,0.30144059746798546,0.23895340905122753,0.09934826921737594,0.518463928977387,0.9975350309185911,0.484672009589596,0.21521237819891004,0.8462036460718652,0.84144694483138,0.42536889295791,0.012357978078905577,0.5154470180076953,0.8510843427297957,0.9191133149606597,0.15355371412178312,0.8975528775366247,0.8342174172571115,0.3633600181354438,0.2826615272057482,0.9380491679076589,0.10340658287511473,0.7289255062605096,0.4504490727855184,0.9109055278580657,0.4156623173054107,0.3500479903192185,0.7225425233626286,0.18679277708334996,0.14883185543508137,0.7169333977150294,0.842142101177924,0.5433979970354086
6,0.4318181818181818,44,5,0,38,0,0,0,0,0,5,0,0,0,0,0,0.869572699689111,0.0913602351703029,0.7100772244276041,0.8527258970343212,0.43852985994458804,0.5083944564909154,0.42958199154338117,0.5430955202269409,0.35265938381701195,0.9479335236108171,0.8233884345455332,0.23389274137405097,0.30458589424392674,0.4009438047051825,0.7468419485862339,0.007677146071064116,0.47756602242783586,0.8030268490481854,0.20266130230778767,0.22129909504575518,0.13728320169379632,0.5368835002814277,0.26320148991868797,0.6546473717492436,0.646431333478529,0.9164788593711439,0.771013935223159,0.7134049720798673,0.8020667290641351,0.4457964348775245,0.33784814395313867,0.99756388821708,0.11265294497671789,0.8645649698793746,0.5497311875774799,0.44145898449718324,0.3822200922342094,0.00441923440547549,0.6591150687765008,0.6807243310693658,0.36654054581373763,0.9662605303551901,0.47630597865040725,0.008505715207823838,0.6027543391517552,0.5888033935634002,0.7800175204624928,0.9751130892619867,0.9183080016957227,0.9667459803975342,0.7333907346088733,0.75190620522509,0.4129427899845015,0.46404133721647334,0.36220135118944596,0.3708339888259893,0.30144059746798546,0.23895340905122753,0.09934826921737594,0.518463928977387,0.9975350309185911,0.4832998668402904,0.21521237819891004,0.8462036460718652,0.8409052414029952,0.4303471981490647,0.014201288901224992,0.5154703288206394,0.8504084074340224,0.9198180508516168,0.14913351443094278,0.8975528775366247,0.8330788182298787,0.36356346275983464,0.2826615272057482,0.9380491679076589,0.10257551228119911,0.7293645182278617,0.4504490727855184,0.9109055278580657,0.4156623173054107,0.3500479903192185,0.7225425233626286,0.18679277708334996,0.14883185543508137,0.7169333977150294,0.842142101177924,0.5433979970354086
7,0.1875,33,1,0,12,0,0,0,0,0,1,0,0,0,0,0,0.869572699689111,0.0913602351703029,0.7100772244276041,0.8527258970343212,0.43852985994458804,0.5083944564909154,0.42958199154338117,0.5430955202269409,0.34215527562090836,0.9532760375750644,0.8203690757805163,0.23389274417354125,0.2970910432278267,0.39688429268528636,0.7474368638477468,0.005963822149726214,0.47756602242783586,0.8026884322544003,0.20266130268352875,0.22129909504575518,0.13728347493049814,0.5368835002814277,0.26320148991868797,0.6546473717492436,0.646431333478529,0.9139601656416886,0.771013935223159,0.7134049720798673,0.8020679854031877,0.4457964348775245,0.33784814395313867,0.99756388821708,0.1057664951031818,0.8657447565040655,0.5477181589231486,0.4414589863613317,0.3791453079933137,8.073593624316091E-4,0.6597410187326852,0.6791250555317581,0.36654054581373763,0.9662605303551901,0.47630597865040725,0.008505715207823838,0.6027543391517552,0.5888033935634002,0.7800175204624928,0.9751130892619867,0.9183080016957227,0.9667459803975342,0.7333907346088733,0.75190620522509,0.4129427899845015,0.46404133721647334,0.3624673913319616,0.3708339888259893,0.2914391649360031,0.23619067152023693,0.09765077180484072,0.518463928977387,0.9902890598958778,0.4811231052815029,0.21521237819891004,0.8444903804456289,0.8409131575152362,0.438514335629715,0.012879427545967903,0.5154703316201302,0.8504815635118503,0.9157585388604214,0.1497284296924558,0.8975528775366247,0.8330796750096049,0.3619222307876194,0.2826615272057482,0.9380491679076589,0.10257615552679376,0.7263532834874215,0.4504490727855184,0.9093062521665547,0.4156623173054107,0.3500479903192185,0.7225425233626286,0.18679277708334996,0.14883185543508137,0.7169333977150294,0.842142101177924,0.5433979970354086
8,0.39079601990049756,30,3,1,23,0,0,0,0,0,3,0,0,0,0,0,0.869572699689111,0.0913602351703029,0.7100772244276041,0.8527258970343212,0.43852985994458804,0.5083944564909154,0.42958199154338117,0.5430955202269409,0.332849095420165,0.9476225722184178,0.818708016456809,0.22995861719149335,0.29034329670253145,0.39225821547520756,0.7452445367189231,0.00552985099273389,0.4763787733546609,0.8026858708216562,0.20266130268328017,0.22129909504575518,0.13728347474971686,0.5368835002814277,0.26320148991868797,0.6546473717492436,0.646431333478529,0.9130837183387631,0.771013935223159,0.7134049720798673,0.7990121055651356,0.44337529226564526,0.33784814395313867,0.99756388821708,0.09912365376401068,0.8615394539631444,0.5473311806809832,0.437501906343201,0.3720449827123905,-0.0018809323014380827,0.6597406045860403,0.6787779175389052,0.36654054581373763,0.9662605303551901,0.47630597865040725,0.008505715207823838,0.6027543391517552,0.5888033935634002,0.7800175204624928,0.9751130892619867,0.9183080016957227,0.9667459803975342,0.7333907346088733,0.75190620522509,0.4129427899845015,0.46404133721647334,0.36124947596301527,0.3708339888259893,0.2861389489631517,0.23453538858055806,0.09643036479907437,0.518463928977387,0.9893074938612119,0.480845394887302,0.21521237819891004,0.8440564579546894,0.8369290469379903,0.4340741392506629,0.012438775228029171,0.5115362046380827,0.844971261155539,0.9111324616540616,0.14753610256363256,0.8975528775366247,0.8330796744427348,0.3598218713008814,0.2826615272057482,0.9380491679076589,0.09952027609438212,0.7217272062810617,0.4504490727855184,0.9089591141738036,0.4156623173054107,0.3500479903192185,0.7225425233626286,0.18679277708334996,0.14883185543508137,0.7169333977150294,0.842142101177924,0.5433979970354086
9,0.34782608695652173,23,1,0,16,0,0,0,0,0,1,0,0,0,0,0,0.869572699689111,0.0913602351703029,0.7100772244276041,0.8527258970343212,0.43852985994458804,0.5083944564909154,0.42958199154338117,0.5430955202269409,0.3310175121904163,0.9442609813141412,0.8187048151244766,0.22205138455039258,0.2892259719239586,0.3922234531199927,0.7445517856193847,0.005529014607256079,0.4763725375594556,0.8017772934859275,0.20266130268327967,0.22129909504575518,0.13728347474936856,0.5368835002814277,0.26320148991868797,0.6546473717492436,0.646431333478529,0.9130228106865654,0.771013935223159,0.7134049720798673,0.7989586256752055,0.44335623482110437,0.33784814395313867,0.99756388821708,0.09744909480586063,0.8585502058836382,0.5473304348641779,0.43175464972535105,0.3709300446241921,-0.001900441841579081,0.6597406037878625,0.6787772485055577,0.36654054581373763,0.9662605303551901,0.47630597865040725,0.008505715207823838,0.6027543391517552,0.5888033935634002,0.7800175204624928,0.9751130892619867,0.9183080016957227,0.9667459803975342,0.7333907346088733,0.75190620522509,0.4129427899845015,0.46404133721647334,0.36083197936054984,0.3708339888259893,0.2861287339440253,0.23453219838095593,0.09642801272871163,0.518463928977387,0.9892922941552068,0.48084485966062385,0.21521237819891004,0.8440556216630043,0.835112918359157,0.4318763202636851,0.01243792596605968,0.5036307228875746,0.8438633574351665,0.9110976992988536,0.14684335146409405,0.8975528775366247,0.8329130497326617,0.35979810246080457,0.2826615272057482,0.9366779605342684,0.09946679620523424,0.7216924439258537,0.4504490727855184,0.9089584451404557,0.4156623173054107,0.3500479903192185,0.7225425233626286,0.18679277708334996,0.14883185543508137,0.7169333977150294,0.842142101177924,0.5433979970354086
10,0.4787986298018106,134,45,3,127,0,40,0,0,0,5,0,0,0,0,0,0.8668191008506704,0.0904770539242753,0.7056107988523805,0.8541853547738725,0.43461727854548104,0.5054733118741366,0.4307458458119328,0.5410949798655482,0.328945469483992,0.9510736142021572,0.8137841936818497,0.22414647195252208,0.28151743307475496,0.3863810950458682,0.7452433216899869,0.0031618458034337106,0.4759346456553802,0.8017991709593041,0.20266130268327967,0.22129909504575518,0.13728347474937053,0.5368835002814277,0.26320148991868797,0.6546473717492436,0.646431333478529,0.9141760154253359,0.771013935223159,0.7134049720798673,0.7989589162439278,0.4421358440201834,0.33784814395313867,0.99756388821708,0.09649670632340715,0.8612862067768088,0.5435934174846416,0.43170218068245736,0.3670294696005658,-0.004447447474459735,0.6607624353478898,0.6772705363659497,0.36696274073368584,0.9667882740051259,0.47630597865040725,0.008505715207823838,0.6027543391517552,0.587525496742122,0.7800175204624928,0.9760125792148632,0.9183080016957227,0.9667459803975342,0.7333907346088733,0.75190620522509,0.4129427899845015,0.46404133721647334,0.3612156226985282,0.3708339888259893,0.2822739146751737,0.23711751982343085,0.0903704010745052,0.5195406044105396,0.981063763211736,0.4770409997906903,0.21533880631340277,0.8412424887911106,0.8380910036234589,0.4361290984044838,0.013574939095380744,0.5046482928628732,0.8442160092029658,0.9077812824529593,0.14740845916948597,0.8975528775366247,0.8329664614674146,0.3609254618951724,0.2826615272057482,0.936744854344365,0.09979825746326129,0.7216926327978415,0.4504490727855184,0.9089584487754703,0.4156623173054107,0.3500479903192185,0.7225425233626286,0.18679277708334996,0.14883185543508137,0.7169333977150294,0.842142101177924,0.5433979970354086
11,0.34210526315789475,19,2,0,13,0,0,0,0,0,2,0,0,0,0,0,0.8667587199943265,0.089277991485051,0.7035579302962738,0.8541599986536561,0.4328698672231279,0.5054722489126989,0.4307360275964772,0.5398124708580997,0.3288850886272454,0.9540744868774718,0.8117680832667501,0.2241211158250184,0.27977002175219295,0.3859736418642795,0.7449595887991336,0.0018793367894009182,0.4759346456553799,0.8017991709593041,0.20175169608252383,0.22129909504575518,0.13728347474937053,0.5368835002814277,0.26320148991868797,0.6546473717492436,0.646431333478529,0.9141760154253114,0.771013935223159,0.7134049720798673,0.7989589162439278,0.44201410416588116,0.33784814395313867,0.99756388821708,0.09643749407874215,0.8597951068297145,0.5418933669080905,0.43168088154703044,0.365634876257768,-0.005565899088942336,0.6607542097088218,0.676841535858693,0.36696274073368235,0.9667882740051212,0.47630597865040725,0.008505715207823838,0.6027543391517552,0.5875254967421164,0.7800175204624928,0.9760125792148497,0.9183080016957227,0.9667459803975342,0.7333907346088733,0.75190620522509,0.4129427899845015,0.46404133721647334,0.3612156226985264,0.3708339888259893,0.28221353381842845,0.23591845738207265,0.08831753251818962,0.5195152482830411,0.9793163518891738,0.47703993681396534,0.21532898809472967,0.8399599797770823,0.8380910036234537,0.4402727519822835,0.01411450244344528,0.5046482928628713,0.8442160092029652,0.9073740039800959,0.14713454449730426,0.8975528775366247,0.8329664614674146,0.3609008421893395,0.2826615272057482,0.936744854344365,0.09979825746326058,0.7213070862094926,0.4502968979676409,0.9089584487754703,0.4156623173054107,0.3500479903192185,0.7225425233626286,0.18679277708334996,0.14883185543508137,0.7169333977150294,0.842142101177924,0.5433979970354086
